'ZAVSIF','SL_ID','OBR_ID','ST_UC','NAZIV','NAZIV_POVEZAVE'
519,20,17,1,'4. razred','Izobraževanje na domu'
519,16,17,1,'6. razred','Izobraževanje na domu'
521,20,17,1,'2. razred','Izobraževanje na domu'
521,19,17,1,'2. razred','Izobraževanje na domu'
521,18,17,1,'1. razred','Izobraževanje na domu'
528,21,17,1,'1. razred','Izobraževanje na domu'
528,19,17,1,'1. razred','Izobraževanje na domu'
528,21,17,1,'3. razred','Izobraževanje na domu'
528,20,17,1,'2. razred','Izobraževanje na domu'
534,18,17,1,'2. razred','Izobraževanje na domu'
534,17,17,1,'1. razred','Izobraževanje na domu'
536,15,17,1,'7. razred','Izobraževanje na domu'
536,15,17,1,'1. razred','Izobraževanje na domu'
536,20,17,1,'9. razred','Izobraževanje na domu'
536,20,17,1,'7. razred','Izobraževanje na domu'
536,20,17,1,'5. razred','Izobraževanje na domu'
536,21,17,1,'1. razred','Izobraževanje na domu'
536,19,17,1,'5. razred','Izobraževanje na domu'
536,19,17,1,'3. razred','Izobraževanje na domu'
536,18,17,1,'4. razred','Izobraževanje na domu'
536,18,17,1,'2. razred','Izobraževanje na domu'
536,16,17,1,'8. razred','Izobraževanje na domu'
543,15,17,1,'7. razred','Izobraževanje na domu'
544,18,17,1,'9. razred','Izobraževanje na domu'
545,18,17,1,'7. razred','Izobraževanje na domu'
545,18,17,1,'4. razred','Izobraževanje na domu'
546,13,17,1,'6. razred','Izobraževanje na domu'
546,13,17,1,'5. razred','Izobraževanje na domu'
546,13,17,1,'3. razred','Izobraževanje na domu'
546,21,17,1,'9. razred','Izobraževanje na domu'
546,21,17,1,'3. razred','Izobraževanje na domu'
546,20,17,1,'9. razred','Izobraževanje na domu'
546,20,17,2,'8. razred','Izobraževanje na domu'
546,19,17,1,'8. razred','Izobraževanje na domu'
550,15,17,1,'7. razred','Izobraževanje na domu'
550,15,17,1,'5. razred','Izobraževanje na domu'
550,14,17,1,'6. razred','Izobraževanje na domu'
550,14,17,1,'4. razred','Izobraževanje na domu'
550,19,17,1,'8. razred','Izobraževanje na domu'
550,17,17,1,'9. razred','Izobraževanje na domu'
550,17,17,1,'7. razred','Izobraževanje na domu'
551,21,17,1,'5. razred','Izobraževanje na domu'
551,19,17,1,'3. razred','Izobraževanje na domu'
551,20,17,1,'4. razred','Izobraževanje na domu'
551,17,17,1,'1. razred','Izobraževanje na domu'
551,18,17,1,'2. razred','Izobraževanje na domu'
553,14,17,1,'8. razred','Izobraževanje na domu'
556,21,17,1,'3. razred','Izobraževanje na domu'
556,20,17,1,'2. razred','Izobraževanje na domu'
556,19,17,1,'3. razred','Izobraževanje na domu'
556,19,17,1,'1. razred','Izobraževanje na domu'
557,21,17,1,'5. razred','Izobraževanje na domu'
557,20,17,1,'4. razred','Izobraževanje na domu'
557,20,17,1,'2. razred','Izobraževanje na domu'
557,19,17,1,'1. razred','Izobraževanje na domu'
557,19,17,1,'3. razred','Izobraževanje na domu'
558,15,17,1,'6. razred','Izobraževanje na domu'
558,13,17,1,'6. razred','Izobraževanje na domu'
559,14,17,1,'4. razred','Izobraževanje na domu'
559,11,17,1,'2. razred','Izobraževanje na domu'
559,12,17,1,'3. razred','Izobraževanje na domu'
559,13,17,1,'4. razred','Izobraževanje na domu'
559,19,17,1,'1. razred','Izobraževanje na domu'
560,16,17,1,'9. razred','Izobraževanje na domu'
561,18,17,2,'6. razred','Izobraževanje na domu'
565,19,17,2,'1. razred','Izobraževanje na domu'
565,18,17,1,'1. razred','Izobraževanje na domu'
575,15,17,1,'6. razred','Izobraževanje na domu'
575,14,17,1,'5. razred','Izobraževanje na domu'
575,17,17,1,'8. razred','Izobraževanje na domu'
575,16,17,1,'7. razred','Izobraževanje na domu'
575,16,17,1,'5. razred','Izobraževanje na domu'
575,18,17,1,'9. razred','Izobraževanje na domu'
578,13,17,1,'1. razred','Izobraževanje na domu'
578,14,17,1,'1. razred','Izobraževanje na domu'
580,13,17,1,'9. razred','Izobraževanje na domu'
581,15,17,1,'6. razred','Izobraževanje na domu'
581,15,17,1,'2. razred','Izobraževanje na domu'
581,14,17,1,'8. razred','Izobraževanje na domu'
581,14,17,1,'6. razred','Izobraževanje na domu'
581,14,17,1,'5. razred','Izobraževanje na domu'
581,14,17,1,'4. razred','Izobraževanje na domu'
581,14,17,1,'1. razred','Izobraževanje na domu'
581,12,17,1,'8. razred','Izobraževanje na domu'
581,12,17,1,'6. razred','Izobraževanje na domu'
581,12,17,1,'4. razred','Izobraževanje na domu'
581,12,17,1,'2. razred','Izobraževanje na domu'
581,19,17,1,'1. razred','Izobraževanje na domu'
581,17,17,1,'8. razred','Izobraževanje na domu'
581,18,17,1,'9. razred','Izobraževanje na domu'
581,16,17,1,'7. razred','Izobraževanje na domu'
581,16,17,1,'1. razred','Izobraževanje na domu'
582,15,17,1,'1. razred','Izobraževanje na domu'
582,19,17,1,'5. razred','Izobraževanje na domu'
582,19,17,1,'4. razred','Izobraževanje na domu'
582,18,17,1,'4. razred','Izobraževanje na domu'
582,18,17,1,'3. razred','Izobraževanje na domu'
582,17,17,1,'3. razred','Izobraževanje na domu'
582,17,17,1,'2. razred','Izobraževanje na domu'
582,16,17,1,'2. razred','Izobraževanje na domu'
582,16,17,1,'1. razred','Izobraževanje na domu'
598,13,17,1,'8. razred','Izobraževanje na domu'
598,14,17,1,'9. razred','Izobraževanje na domu'
598,12,17,1,'7. razred','Izobraževanje na domu'
601,17,17,1,'5. razred','Izobraževanje na domu'
602,18,17,1,'6. razred','Izobraževanje na domu'
602,19,17,1,'7. razred','Izobraževanje na domu'
607,14,17,1,'4. razred','Izobraževanje na domu'
614,21,17,6,'2. razred','Izobraževanje na domu'
614,18,17,7,'1. razred','Izobraževanje na domu'
614,18,17,2,'2. razred','Izobraževanje na domu'
614,18,17,1,'4. razred','Izobraževanje na domu'
614,17,17,2,'1. razred','Izobraževanje na domu'
614,20,17,5,'1. razred','Izobraževanje na domu'
614,20,17,5,'2. razred','Izobraževanje na domu'
614,19,17,4,'1. razred','Izobraževanje na domu'
614,19,17,1,'5. razred','Izobraževanje na domu'
614,19,17,2,'3. razred','Izobraževanje na domu'
614,19,17,7,'2. razred','Izobraževanje na domu'
614,21,17,1,'7. razred','Izobraževanje na domu'
614,21,17,1,'6. razred','Izobraževanje na domu'
614,21,17,4,'4. razred','Izobraževanje na domu'
614,21,17,6,'3. razred','Izobraževanje na domu'
614,21,17,5,'1. razred','Izobraževanje na domu'
614,20,17,1,'6. razred','Izobraževanje na domu'
614,20,17,2,'4. razred','Izobraževanje na domu'
614,20,17,6,'3. razred','Izobraževanje na domu'
634,12,17,1,'1. razred','Izobraževanje na domu'
635,21,17,1,'8. razred','Izobraževanje na domu'
637,21,17,1,'7. razred','Izobraževanje na domu'
645,11,17,1000,'1. razred','Izobraževanje na domu'
652,19,17,1,'2. razred','Izobraževanje na domu'
664,13,17,1,'3. razred','Izobraževanje na domu'
674,21,17,1,'1. razred','Izobraževanje na domu'
675,14,17,1,'6. razred','Izobraževanje na domu'
675,14,17,1,'4. razred','Izobraževanje na domu'
675,21,17,1,'9. razred','Izobraževanje na domu'
675,21,17,1,'3. razred','Izobraževanje na domu'
675,20,17,1,'2. razred','Izobraževanje na domu'
675,19,17,1,'9. razred','Izobraževanje na domu'
675,17,17,1,'7. razred','Izobraževanje na domu'
675,16,17,1,'6. razred','Izobraževanje na domu'
675,18,17,1,'8. razred','Izobraževanje na domu'
675,15,17,1,'7. razred','Izobraževanje na domu'
675,15,17,1,'5. razred','Izobraževanje na domu'
675,13,17,1,'5. razred','Izobraževanje na domu'
675,13,17,1,'3. razred','Izobraževanje na domu'
677,20,17,1,'5. razred','Izobraževanje na domu'
679,13,17,2,'1. razred','Izobraževanje na domu'
679,21,17,1,'7. razred','Izobraževanje na domu'
679,21,17,1,'5. razred','Izobraževanje na domu'
679,21,17,1,'1. razred','Izobraževanje na domu'
679,14,17,2,'2. razred','Izobraževanje na domu'
679,21,17,1,'9. razred','Izobraževanje na domu'
679,15,17,1,'1. razred','Izobraževanje na domu'
679,15,17,2,'3. razred','Izobraževanje na domu'
679,18,17,1,'2. razred','Izobraževanje na domu'
679,18,17,1,'4. razred','Izobraževanje na domu'
679,16,17,1,'2. razred','Izobraževanje na domu'
679,16,17,1,'4. razred','Izobraževanje na domu'
679,20,17,1,'4. razred','Izobraževanje na domu'
679,20,17,1,'6. razred','Izobraževanje na domu'
679,19,17,1,'3. razred','Izobraževanje na domu'
679,19,17,1,'5. razred','Izobraževanje na domu'
679,20,17,1,'8. razred','Izobraževanje na domu'
684,18,17,1,'4. razred','Izobraževanje na domu'
684,16,17,1,'4. razred','Izobraževanje na domu'
684,15,17,1,'1. razred','Izobraževanje na domu'
684,16,17,1,'2. razred','Izobraževanje na domu'
684,19,17,1,'5. razred','Izobraževanje na domu'
684,20,17,1,'6. razred','Izobraževanje na domu'
684,17,17,1,'3. razred','Izobraževanje na domu'
688,17,17,2,'1. razred','Izobraževanje na domu'
688,20,17,1,'2. razred','Izobraževanje na domu'
747,19,17,1,'8. razred','Izobraževanje na domu'
747,19,17,1,'1. razred','Izobraževanje na domu'
747,18,17,1,'7. razred','Izobraževanje na domu'
747,20,17,1,'2. razred','Izobraževanje na domu'
747,20,17,1,'9. razred','Izobraževanje na domu'
804,21,17,1,'1. razred','Izobraževanje na domu'
804,13,17,1,'1. razred','Izobraževanje na domu'
804,14,17,1,'2. razred','Izobraževanje na domu'
804,15,17,1,'1. razred','Izobraževanje na domu'
804,15,17,1,'3. razred','Izobraževanje na domu'
804,18,17,1,'1. razred','Izobraževanje na domu'
804,17,17,1,'5. razred','Izobraževanje na domu'
804,18,17,1,'5. razred','Izobraževanje na domu'
804,17,17,1,'3. razred','Izobraževanje na domu'
804,19,17,1,'5. razred','Izobraževanje na domu'
804,19,17,1,'2. razred','Izobraževanje na domu'
804,17,17,1,'4. razred','Izobraževanje na domu'
804,18,17,1,'4. razred','Izobraževanje na domu'
817,21,17,1,'1. razred','Izobraževanje na domu'
843,13,17,1,'2. razred','Izobraževanje na domu'
843,12,17,1,'1. razred','Izobraževanje na domu'
845,21,17,1,'1. razred','Izobraževanje na domu'
846,21,17,1,'3. razred','Izobraževanje na domu'
846,19,17,1,'1. razred','Izobraževanje na domu'
846,20,17,1,'2. razred','Izobraževanje na domu'
867,21,17,1,'1. razred','Izobraževanje na domu'
874,20,17,1,'2. razred','Izobraževanje na domu'
874,19,17,1,'1. razred','Izobraževanje na domu'
874,21,17,3,'3. razred','Izobraževanje na domu'
876,21,17,1,'2. razred','Izobraževanje na domu'
876,20,17,1,'1. razred','Izobraževanje na domu'
921,16,17,1,'4. razred','Izobraževanje na domu'
921,17,17,1,'1. razred','Izobraževanje na domu'
921,17,17,1,'5. razred','Izobraževanje na domu'
921,21,17,1,'2. razred','Izobraževanje na domu'
921,21,17,1,'5. razred','Izobraževanje na domu'
935,21,17,1,'1. razred','Izobraževanje na domu'
951,19,17,1,'3. razred','Izobraževanje na domu'
951,21,17,1,'3. razred','Izobraževanje na domu'
951,18,17,1,'2. razred','Izobraževanje na domu'
951,20,17,1,'1. razred','Izobraževanje na domu'
951,20,17,1,'2. razred','Izobraževanje na domu'
951,19,17,1,'1. razred','Izobraževanje na domu'
956,20,17,1,'2. razred','Izobraževanje na domu'
957,17,17,1,'4. razred','Izobraževanje na domu'
958,16,17,1,'3. razred','Izobraževanje na domu'
958,17,17,1,'3. razred','Izobraževanje na domu'
958,15,17,1,'2. razred','Izobraževanje na domu'
965,19,17,2,'1. razred','Izobraževanje na domu'
965,19,17,1,'2. razred','Izobraževanje na domu'
965,20,17,2,'2. razred','Izobraževanje na domu'
965,20,17,1,'3. razred','Izobraževanje na domu'
965,20,17,1,'5. razred','Izobraževanje na domu'
965,21,17,2,'3. razred','Izobraževanje na domu'
965,21,17,1,'4. razred','Izobraževanje na domu'
965,19,17,1,'4. razred','Izobraževanje na domu'
965,18,17,1,'1. razred','Izobraževanje na domu'
969,18,17,1,'9. razred','Izobraževanje na domu'
969,17,17,1,'8. razred','Izobraževanje na domu'
969,13,17,1,'6. razred','Izobraževanje na domu'
992,15,17,1,'1. razred','Izobraževanje na domu'
992,19,17,1,'5. razred','Izobraževanje na domu'
992,21,17,1,'1. razred','Izobraževanje na domu'
992,18,17,1,'3. razred','Izobraževanje na domu'
992,17,17,1,'3. razred','Izobraževanje na domu'
999,20,17,1,'4. razred','Izobraževanje na domu'
999,21,17,1,'5. razred','Izobraževanje na domu'
1027,13,17,1,'7. razred','Izobraževanje na domu'
1027,19,17,1,'8. razred','Izobraževanje na domu'
1027,15,17,1,'9. razred','Izobraževanje na domu'
1027,21,17,1,'7. razred','Izobraževanje na domu'
1027,18,17,1,'7. razred','Izobraževanje na domu'
1027,14,17,1,'8. razred','Izobraževanje na domu'
1034,20,17,1,'6. razred','Izobraževanje na domu'
1034,18,17,1,'8. razred','Izobraževanje na domu'
1037,21,17,1,'5. razred','Izobraževanje na domu'
1037,20,17,1,'4. razred','Izobraževanje na domu'
1037,20,17,1,'5. razred','Izobraževanje na domu'
1038,17,17,1,'2. razred','Izobraževanje na domu'
1038,19,17,2,'4. razred','Izobraževanje na domu'
1038,20,17,2,'5. razred','Izobraževanje na domu'
1038,18,17,1,'3. razred','Izobraževanje na domu'
1038,16,17,1,'1. razred','Izobraževanje na domu'
1053,19,17,1,'4. razred','Izobraževanje na domu'
1053,20,17,1,'8. razred','Izobraževanje na domu'
1053,18,17,1,'3. razred','Izobraževanje na domu'
1053,16,17,1,'1. razred','Izobraževanje na domu'
1053,21,17,1,'5. razred','Izobraževanje na domu'
1053,17,17,1,'2. razred','Izobraževanje na domu'
1208,16,17,1,'5. razred','Izobraževanje na domu'
1208,14,17,1,'3. razred','Izobraževanje na domu'
1208,12,17,1,'1. razred','Izobraževanje na domu'
1208,21,17,1,'6. razred','Izobraževanje na domu'
1208,15,17,1,'4. razred','Izobraževanje na domu'
1208,17,17,1,'1. razred','Izobraževanje na domu'
1208,17,17,1,'6. razred','Izobraževanje na domu'
1208,13,17,1,'2. razred','Izobraževanje na domu'
1215,16,17,1,'1. razred','Izobraževanje na domu'
1216,18,17,1,'9. razred','Izobraževanje na domu'
1216,17,17,1,'8. razred','Izobraževanje na domu'
1216,17,17,1,'1. razred','Izobraževanje na domu'
1216,14,17,1,'8. razred','Izobraževanje na domu'
1216,19,17,1,'7. razred','Izobraževanje na domu'
1216,15,17,1,'9. razred','Izobraževanje na domu'
1216,15,17,1,'6. razred','Izobraževanje na domu'
1216,21,17,1,'7. razred','Izobraževanje na domu'
1216,21,17,1,'9. razred','Izobraževanje na domu'
1216,15,17,1,'1. razred','Izobraževanje na domu'
1216,20,17,1,'8. razred','Izobraževanje na domu'
1216,12,17,1,'6. razred','Izobraževanje na domu'
1216,16,17,1,'7. razred','Izobraževanje na domu'
1216,13,17,1,'7. razred','Izobraževanje na domu'
1239,20,17,1,'1. razred','Izobraževanje na domu'
1239,21,17,1,'2. razred','Izobraževanje na domu'
1240,12,17,1,'4. razred','Izobraževanje na domu'
1240,11,17,1,'3. razred','Izobraževanje na domu'
1241,21,17,1,'9. razred','Izobraževanje na domu'
1241,20,17,1,'8. razred','Izobraževanje na domu'
1244,14,17,1,'2. razred','Izobraževanje na domu'
1244,19,17,1,'5. razred','Izobraževanje na domu'
1244,18,17,1,'4. razred','Izobraževanje na domu'
1244,18,17,1,'6. razred','Izobraževanje na domu'
1244,15,17,1,'3. razred','Izobraževanje na domu'
1244,15,17,1,'1. razred','Izobraževanje na domu'
1244,11,17,1,'5. razred','Izobraževanje na domu'
1244,11,17,1,'2. razred','Izobraževanje na domu'
1244,20,17,1,'2. razred','Izobraževanje na domu'
1244,20,17,1,'6. razred','Izobraževanje na domu'
1244,12,17,1,'3. razred','Izobraževanje na domu'
1244,13,17,1,'1. razred','Izobraževanje na domu'
1244,13,17,1,'4. razred','Izobraževanje na domu'
1244,14,17,1,'5. razred','Izobraževanje na domu'
1244,17,17,1,'5. razred','Izobraževanje na domu'
1244,16,17,1,'4. razred','Izobraževanje na domu'
1244,16,17,1,'2. razred','Izobraževanje na domu'
1244,17,17,1,'3. razred','Izobraževanje na domu'
1307,16,17,1,'7. razred','Izobraževanje na domu'
1307,16,17,1,'1. razred','Izobraževanje na domu'
1307,14,17,1,'1. razred','Izobraževanje na domu'
1307,15,17,2,'6. razred','Izobraževanje na domu'
1315,19,17,1,'1. razred','Izobraževanje na domu'
1315,17,17,1,'1. razred','Izobraževanje na domu'
1342,21,17,1,'3. razred','Izobraževanje na domu'
1342,20,17,1,'2. razred','Izobraževanje na domu'
3561,13,17,1,'1. razred','Izobraževanje na domu'
3767,13,17,1,'5. razred','Izobraževanje na domu'
3767,15,17,1,'7. razred','Izobraževanje na domu'
3767,16,17,1,'8. razred','Izobraževanje na domu'
3767,14,17,1,'6. razred','Izobraževanje na domu'
3767,17,17,1,'9. razred','Izobraževanje na domu'
3781,16,17,1,'2. razred','Izobraževanje na domu'
3781,16,17,1,'3. razred','Izobraževanje na domu'
3781,15,17,1,'1. razred','Izobraževanje na domu'
3781,18,17,1,'4. razred','Izobraževanje na domu'
3781,18,17,1,'5. razred','Izobraževanje na domu'
3781,18,17,1,'2. razred','Izobraževanje na domu'
3781,15,17,1,'2. razred','Izobraževanje na domu'
3781,14,17,1,'1. razred','Izobraževanje na domu'
3788,19,17,1,'2. razred','Izobraževanje na domu'
3788,18,17,1,'1. razred','Izobraževanje na domu'
6687,18,17,1,'9. razred','Izobraževanje na domu'
6687,21,17,1,'1. razred','Izobraževanje na domu'
9596,18,17,1,'6. razred','Izobraževanje na domu'
9877,18,17,1,'2. razred','Izobraževanje na domu'
10167,20,17,1,'1. razred','Izobraževanje na domu'
10167,21,17,1,'2. razred','Izobraževanje na domu'
10549,21,17,1,'5. razred','Izobraževanje na domu'
10549,20,17,1,'4. razred','Izobraževanje na domu'
10549,19,17,1,'3. razred','Izobraževanje na domu'
10550,21,17,1,'1. razred','Izobraževanje na domu'
10550,21,17,1,'5. razred','Izobraževanje na domu'
14849,18,17,1,'4. razred','Izobraževanje na domu'
14849,14,17,1,'5. razred','Izobraževanje na domu'
14849,18,17,1,'6. razred','Izobraževanje na domu'
14850,20,17,1,'5. razred','Izobraževanje na domu'
14850,21,17,1,'7. razred','Izobraževanje na domu'
14850,20,17,1,'7. razred','Izobraževanje na domu'
14850,20,17,1,'9. razred','Izobraževanje na domu'
14850,19,17,1,'4. razred','Izobraževanje na domu'
14850,19,17,1,'6. razred','Izobraževanje na domu'
14850,19,17,1,'8. razred','Izobraževanje na domu'
14850,18,17,1,'3. razred','Izobraževanje na domu'
14850,18,17,1,'5. razred','Izobraževanje na domu'
14850,18,17,1,'7. razred','Izobraževanje na domu'
14850,17,17,1,'1. razred','Izobraževanje na domu'
14850,17,17,1,'4. razred','Izobraževanje na domu'
14850,17,17,1,'6. razred','Izobraževanje na domu'
17510,20,17,1,'6. razred','Izobraževanje na domu'
17510,20,17,1,'4. razred','Izobraževanje na domu'
17510,19,17,1,'8. razred','Izobraževanje na domu'
21915,21,17,14,'1. razred','Izobraževanje na domu'
21915,21,17,4,'5. razred','Izobraževanje na domu'
21915,21,17,4,'4. razred','Izobraževanje na domu'
21915,21,17,3,'3. razred','Izobraževanje na domu'
21915,21,17,7,'2. razred','Izobraževanje na domu'
22415,21,17,1,'7. razred','Izobraževanje na domu'
